ip,app,device,os,channel,click_time,attributed_time,is_attributed
68682,2,1,13,452,2017-11-07 04:07:43,,0
59426,15,1,8,245,2017-11-08 04:12:37,,0
59572,13,1,17,477,2017-11-08 01:54:49,,0
66594,13,1,17,477,2017-11-09 04:40:02,,0
141511,3,1,19,280,2017-11-08 11:32:04,,0
37490,8,1,10,145,2017-11-09 04:11:21,,0
27396,12,1,19,328,2017-11-08 09:05:59,,0
108783,15,1,19,412,2017-11-08 07:40:59,,0
66003,12,1,10,277,2017-11-08 01:07:27,,0
71610,12,1,18,481,2017-11-09 14:41:01,,0
7346,18,1,19,107,2017-11-07 02:11:53,,0
19264,19,0,29,347,2017-11-08 01:08:07,,0
23260,18,1,19,121,2017-11-09 14:04:02,,0
41255,3,1,19,280,2017-11-08 22:46:05,,0
25118,2,1,13,452,2017-11-09 08:21:56,,0
29502,14,1,19,134,2017-11-08 23:10:22,,0
319846,2,1,19,477,2017-11-09 14:19:41,,0
4653,14,1,36,439,2017-11-08 09:10:32,,0
202622,1,1,10,135,2017-11-07 06:32:51,,0
209663,12,2,22,245,2017-11-07 08:32:21,,0
42019,15,1,19,265,2017-11-07 07:52:52,,0
67754,3,2,6,211,2017-11-08 22:49:26,,0
63005,12,1,19,328,2017-11-07 01:02:20,,0
186081,13,1,13,477,2017-11-08 10:15:04,,0
53273,12,1,25,497,2017-11-08 12:58:11,,0
71488,2,1,13,237,2017-11-09 13:24:26,,0
39303,3,2,13,137,2017-11-08 16:08:56,,0
99054,3,1,19,280,2017-11-09 04:59:03,,0
110938,15,1,6,245,2017-11-07 15:22:15,,0
110172,9,1,13,334,2017-11-09 15:31:19,,0
46098,21,1,41,128,2017-11-08 05:45:55,,0
79827,15,1,40,245,2017-11-08 08:27:46,,0
255456,19,0,0,213,2017-11-08 13:30:25,,0
165679,12,1,19,178,2017-11-09 13:01:39,,0
26995,15,1,9,278,2017-11-09 08:29:10,,0
68382,14,1,19,379,2017-11-09 02:14:41,,0
2976,64,1,26,459,2017-11-08 14:00:18,,0
84265,25,1,19,259,2017-11-07 12:44:12,,0
103077,9,1,13,244,2017-11-07 00:47:04,,0
62294,9,1,37,445,2017-11-09 15:29:53,,0
166296,12,1,19,259,2017-11-08 05:31:53,,0
563,18,1,6,107,2017-11-07 00:15:40,,0
94866,15,1,19,315,2017-11-07 13:15:49,,0
28382,14,1,19,134,2017-11-08 00:58:16,,0
100929,3,1,19,280,2017-11-09 13:58:39,,0
73516,3,1,13,466,2017-11-09 03:36:01,,0
95766,18,1,8,107,2017-11-09 10:25:28,,0
86353,12,1,30,245,2017-11-08 09:15:31,,0
27036,3,1,19,280,2017-11-07 03:37:22,,0
48108,14,1,10,379,2017-11-08 03:35:11,,0
343547,12,1,18,265,2017-11-09 06:56:10,,0
37972,9,1,22,448,2017-11-09 06:32:15,,0
144360,15,1,8,315,2017-11-07 00:31:57,,0
147765,15,1,17,153,2017-11-07 11:45:48,,0
88951,3,1,19,280,2017-11-07 06:48:26,,0
80306,9,1,19,334,2017-11-09 14:29:37,,0
204030,3,1,13,480,2017-11-08 15:16:52,,0
123908,12,1,19,178,2017-11-08 02:06:17,,0
198405,2,1,6,219,2017-11-07 04:25:20,,0
64345,18,1,16,121,2017-11-09 09:16:16,,0
99199,14,1,20,467,2017-11-08 23:30:57,,0
23334,14,1,19,463,2017-11-07 14:56:02,,0
124006,3,1,26,424,2017-11-07 08:22:05,,0
25394,12,1,13,140,2017-11-09 10:47:40,,0
57965,12,1,27,19,2017-11-09 01:49:55,,0
23544,23,1,15,153,2017-11-09 01:49:49,,0
139344,15,1,19,278,2017-11-08 10:31:03,,0
8401,15,1,19,245,2017-11-07 13:20:56,,0
81981,2,1,13,212,2017-11-09 11:50:40,,0
121479,3,1,6,173,2017-11-06 23:12:33,,0
163582,12,1,13,242,2017-11-08 23:40:52,,0
51663,21,1,28,232,2017-11-07 16:03:54,,0
129117,15,1,35,265,2017-11-08 10:41:38,,0
51646,3,1,10,466,2017-11-09 13:32:57,,0
59395,9,2,42,334,2017-11-06 21:32:17,,0
5147,14,1,22,379,2017-11-07 10:48:03,,0
29883,3,1,34,137,2017-11-07 01:23:41,,0
118217,2,1,13,122,2017-11-09 04:26:15,,0
42774,12,1,16,122,2017-11-09 06:53:31,,0
115717,36,1,18,373,2017-11-08 14:43:44,,0
184092,15,1,13,130,2017-11-08 11:45:54,,0
188186,11,1,17,469,2017-11-08 12:53:57,,0
205421,3,1,9,280,2017-11-07 09:35:20,,0
159228,1,1,13,134,2017-11-09 10:43:15,,0
90511,18,1,19,121,2017-11-08 14:53:43,,0
118412,12,1,12,265,2017-11-07 05:27:40,,0
68869,15,1,16,245,2017-11-08 09:39:55,,0
198573,9,1,19,134,2017-11-07 16:25:10,,0
320301,6,1,6,459,2017-11-09 03:15:16,,0
77950,15,1,36,386,2017-11-09 00:41:41,,0
85134,13,1,13,477,2017-11-07 14:47:19,,0
911,2,1,41,364,2017-11-09 08:24:51,,0
31959,2,1,13,469,2017-11-09 13:42:48,,0
88228,2,1,15,364,2017-11-09 12:25:11,,0
35664,1,1,19,134,2017-11-08 10:33:49,,0
74748,2,1,13,435,2017-11-09 03:43:06,,0
66175,3,1,12,280,2017-11-07 00:05:08,,0
127822,9,1,14,466,2017-11-09 06:20:11,,0
32558,3,1,13,280,2017-11-08 23:21:20,,0
148127,3,1,8,113,2017-11-08 02:14:58,,0
23792,12,1,19,19,2017-11-08 06:11:56,,0
124478,3,1,19,442,2017-11-09 02:37:09,,0
4720,2,1,13,317,2017-11-08 10:39:39,,0
263603,3,1,19,280,2017-11-08 15:30:51,,0
263573,12,2,18,259,2017-11-08 04:18:23,,0
93538,18,1,13,107,2017-11-08 09:22:11,,0
100275,12,1,13,245,2017-11-08 18:21:31,,0
23575,3,1,19,280,2017-11-07 07:23:49,,0
102235,15,1,1,412,2017-11-08 18:23:01,,0
88935,3,2,9,137,2017-11-09 05:06:08,,0
93413,27,1,17,153,2017-11-08 12:51:12,,0
160456,15,1,19,265,2017-11-07 12:51:20,,0
44327,15,1,13,245,2017-11-07 04:30:33,,0
204165,2,1,19,236,2017-11-08 01:29:17,,0
216637,20,1,19,259,2017-11-08 01:05:20,,0
71272,3,1,19,280,2017-11-08 02:12:28,,0
26705,25,1,40,259,2017-11-08 08:11:49,,0
4019,12,1,13,242,2017-11-07 14:33:07,,0
356556,13,1,18,477,2017-11-08 16:51:23,,0
145883,12,1,22,245,2017-11-08 11:02:56,,0
107483,24,1,19,105,2017-11-09 11:50:18,,0
17930,15,1,19,379,2017-11-06 22:49:40,,0
117180,3,1,1,280,2017-11-07 02:40:58,,0
36150,21,2,19,128,2017-11-07 22:39:46,,0
73487,2,1,18,236,2017-11-07 16:35:03,,0
15651,2,1,13,236,2017-11-09 04:40:22,,0
348395,18,1,35,107,2017-11-09 09:29:08,,0
59331,12,1,13,265,2017-11-09 02:52:10,,0
32558,2,2,9,477,2017-11-08 14:52:28,,0
66175,12,1,13,178,2017-11-08 01:51:29,,0
201182,15,1,8,140,2017-11-08 20:33:14,,0
15719,11,1,27,469,2017-11-09 08:34:24,,0
92884,3,1,20,173,2017-11-09 04:24:35,,0
196437,9,1,20,127,2017-11-09 02:48:53,,0
20211,3,1,16,205,2017-11-08 14:38:13,,0
67536,18,1,17,376,2017-11-08 11:03:52,,0
95891,12,1,1,178,2017-11-07 06:56:59,,0
39209,15,1,15,245,2017-11-07 03:53:10,,0
287997,18,1,18,107,2017-11-09 15:15:52,,0
80163,3,1,19,424,2017-11-07 14:12:19,,0
44051,12,1,18,497,2017-11-06 17:05:55,,0
41691,12,1,32,265,2017-11-08 08:16:56,,0
120657,3,1,17,280,2017-11-07 16:12:54,,0
119667,11,1,36,487,2017-11-09 14:49:44,,0
32637,2,1,19,237,2017-11-09 03:38:44,,0
88340,14,1,10,349,2017-11-08 13:57:45,,0
67420,15,1,6,245,2017-11-08 18:42:50,,0
14895,15,1,47,245,2017-11-08 17:46:01,,0
59847,12,1,35,424,2017-11-09 06:17:11,,0
176221,3,1,19,135,2017-11-09 03:32:56,,0
12223,3,1,13,115,2017-11-08 00:32:19,,0
136702,15,1,19,245,2017-11-09 04:43:41,,0
97045,2,1,13,435,2017-11-08 00:20:59,,0
89845,9,1,6,107,2017-11-09 12:11:30,,0
227922,2,1,19,236,2017-11-09 12:33:35,,0
106674,3,1,13,424,2017-11-07 00:51:47,,0
82843,6,1,17,459,2017-11-08 17:57:16,,0
123414,9,1,20,134,2017-11-07 22:59:07,,0
115717,18,1,18,107,2017-11-09 07:53:50,,0
1694,27,1,41,153,2017-11-09 05:13:59,,0
28735,15,1,13,265,2017-11-07 18:06:36,,0
50451,2,1,13,236,2017-11-08 05:21:25,,0
103121,2,1,19,477,2017-11-07 14:16:17,,0
176165,2,1,19,477,2017-11-07 14:42:36,,0
111153,3,2,13,280,2017-11-08 06:14:46,,0
73487,18,2,19,107,2017-11-08 12:27:08,,0
96096,2,1,9,435,2017-11-08 02:57:35,,0
353,7,1,42,101,2017-11-09 13:46:28,,0
282166,9,1,19,334,2017-11-09 03:02:22,,0
88518,12,1,20,178,2017-11-08 07:49:46,,0
1634,2,1,19,237,2017-11-09 04:22:31,,0
112302,14,1,17,371,2017-11-09 15:31:29,,0
43803,15,1,13,278,2017-11-09 02:36:19,,0
73814,20,1,53,478,2017-11-07 08:51:42,,0
37831,3,1,13,205,2017-11-08 07:27:03,,0
117643,21,1,20,128,2017-11-07 07:35:41,,0
85107,23,1,40,153,2017-11-07 13:17:34,,0
191863,208,1,13,330,2017-11-07 00:30:05,,0
113326,21,1,13,128,2017-11-09 02:36:33,,0
14969,2,1,22,377,2017-11-07 11:53:19,,0
17728,3,1,10,280,2017-11-08 06:50:25,,0
44527,64,1,19,459,2017-11-08 15:18:28,,0
60527,2,1,18,469,2017-11-08 10:59:10,,0
35038,15,1,19,140,2017-11-08 01:00:12,,0
173245,12,1,19,245,2017-11-06 17:07:45,,0
275324,9,1,10,232,2017-11-08 15:03:11,,0
11797,14,1,19,463,2017-11-08 12:09:04,,0
100075,3,1,17,442,2017-11-09 04:23:47,,0
39756,8,1,19,145,2017-11-09 07:26:33,,0
111917,8,1,8,145,2017-11-07 16:53:34,,0
3262,12,1,22,328,2017-11-08 08:17:50,,0
108881,23,1,19,153,2017-11-09 03:29:28,,0
29047,2,1,9,236,2017-11-08 14:23:36,,0
114829,2,1,13,452,2017-11-07 00:02:27,,0
113418,12,1,8,245,2017-11-08 04:03:04,,0
3197,11,1,13,487,2017-11-07 23:49:16,,0
216833,15,1,13,245,2017-11-08 04:39:50,,0
11221,3,1,18,280,2017-11-08 05:47:41,,0
73598,24,1,12,105,2017-11-09 02:29:55,,0
48989,6,1,13,125,2017-11-07 00:46:50,,0
116261,14,1,6,489,2017-11-08 23:42:36,,0
261419,3,1,25,280,2017-11-08 15:54:04,,0
73516,12,1,13,265,2017-11-07 14:42:09,,0
67040,3,1,6,280,2017-11-09 05:16:16,,0
33692,3,1,13,280,2017-11-09 05:02:56,,0
110707,3,1,6,280,2017-11-08 08:02:25,,0
1462,2,1,22,122,2017-11-09 01:35:08,,0
85625,14,2,9,123,2017-11-06 18:36:38,,0
17149,26,1,37,121,2017-11-08 08:49:30,,0
260856,2,1,119,237,2017-11-09 02:27:38,,0
191126,12,1,19,178,2017-11-07 07:41:47,,0
59395,24,2,49,178,2017-11-08 23:15:43,,0
68555,3,1,19,205,2017-11-09 04:20:06,,0
98102,64,1,19,459,2017-11-09 09:13:45,,0
58757,15,1,13,265,2017-11-08 07:53:22,,0
53436,3,1,3,280,2017-11-07 06:25:33,,0
71969,9,1,1,107,2017-11-09 07:25:37,,0
73821,9,1,22,442,2017-11-07 10:51:44,,0
56612,2,1,15,212,2017-11-07 06:39:32,,0
1437,9,1,13,232,2017-11-09 14:24:48,,0
201422,2,1,37,219,2017-11-09 06:41:44,,0
125995,9,1,25,145,2017-11-08 11:15:27,,0
47394,3,1,10,280,2017-11-07 13:10:19,,0
72131,6,1,16,125,2017-11-09 06:38:30,,0
50195,3,1,3,452,2017-11-08 04:00:50,,0
313570,15,1,19,130,2017-11-09 15:08:42,,0
107714,12,1,22,481,2017-11-07 11:14:39,,0
68849,3,1,8,489,2017-11-09 05:46:07,,0
354652,7,1,19,101,2017-11-09 12:37:33,,0
204330,3,1,19,480,2017-11-06 16:50:17,,0
255,2,1,35,477,2017-11-08 18:03:09,,0
71838,12,1,20,140,2017-11-07 09:50:50,,0
100393,12,1,13,245,2017-11-07 17:13:45,,0
146534,2,1,27,469,2017-11-07 07:12:15,,0
127360,3,1,16,280,2017-11-07 06:10:17,,0
56313,1,1,13,124,2017-11-06 21:45:29,,0
98309,2,1,27,212,2017-11-07 02:59:47,,0
38233,9,1,19,232,2017-11-07 14:08:28,,0
106437,2,1,18,236,2017-11-07 02:34:44,,0
45965,12,1,27,265,2017-11-08 00:55:53,,0
85329,2,1,13,205,2017-11-09 15:50:42,,0
29836,14,1,19,349,2017-11-09 11:19:06,,0
76837,9,1,13,244,2017-11-07 06:52:53,,0
323372,9,1,17,445,2017-11-09 06:20:00,,0
48679,14,1,3,371,2017-11-07 00:58:44,,0
82742,27,1,36,153,2017-11-08 23:23:43,,0
17030,18,1,9,107,2017-11-09 15:23:15,,0
248080,12,1,23,340,2017-11-09 11:53:07,,0
20449,3,1,8,466,2017-11-07 23:37:18,,0
81614,3,1,19,424,2017-11-07 11:54:39,,0
39007,2,1,18,477,2017-11-08 00:24:59,,0
65804,64,1,25,459,2017-11-08 04:34:16,,0
123378,9,1,22,334,2017-11-07 02:32:54,,0
37948,9,1,1,127,2017-11-08 15:59:43,,0
26294,3,1,18,280,2017-11-07 04:17:35,,0
137052,1,1,10,153,2017-11-08 14:22:56,,0
40596,26,1,19,477,2017-11-09 06:09:13,,0
40398,6,1,19,125,2017-11-08 17:56:21,,0
182233,21,1,13,128,2017-11-08 01:28:55,,0
974,14,1,18,463,2017-11-08 02:04:55,,0
196679,2,2,7,205,2017-11-07 08:31:59,,0
82038,18,1,32,107,2017-11-08 10:11:16,,0
18363,2,1,13,377,2017-11-08 01:35:05,,0
59254,12,1,17,265,2017-11-08 22:19:06,,0
134682,2,1,32,477,2017-11-07 08:33:18,,0
75463,17,1,1,280,2017-11-08 16:05:10,,0
149281,19,0,38,213,2017-11-08 06:15:36,,0
67560,14,1,6,463,2017-11-07 14:51:14,,0
37832,2,1,25,237,2017-11-08 03:10:25,,0
26995,19,0,0,347,2017-11-09 01:51:50,,0
154032,3,1,28,280,2017-11-07 14:09:27,,0
69245,12,1,25,245,2017-11-06 18:24:01,,0
1261,2,1,8,477,2017-11-09 08:08:53,,0
244604,12,1,20,205,2017-11-08 12:49:41,,0
72261,15,1,13,278,2017-11-09 04:32:15,,0
16780,12,1,19,259,2017-11-09 08:10:26,,0
42243,14,1,9,349,2017-11-07 02:36:32,,0
37892,15,1,3,412,2017-11-07 01:14:31,,0
81922,8,1,19,145,2017-11-07 01:06:31,,0
16566,2,1,17,435,2017-11-07 17:40:27,,0
36213,2,1,13,477,2017-11-09 04:54:46,,0
63188,1,1,16,134,2017-11-09 07:32:21,,0
208339,3,1,13,280,2017-11-08 09:55:01,,0
145104,3,1,19,211,2017-11-08 03:45:46,,0
4052,64,1,15,459,2017-11-08 10:36:43,,0
16965,18,1,19,107,2017-11-07 03:06:20,,0
85120,14,1,19,480,2017-11-09 08:38:14,,0
75574,27,1,19,153,2017-11-07 02:42:34,,0
10378,3,1,12,379,2017-11-07 04:05:39,,0
53964,24,2,9,105,2017-11-07 16:20:59,,0
215102,20,1,10,478,2017-11-08 03:50:23,,0
168527,24,1,19,105,2017-11-07 00:24:41,,0
200066,2,1,19,435,2017-11-07 15:40:14,,0
57290,2,1,19,377,2017-11-07 00:17:44,,0
53382,12,1,6,178,2017-11-08 13:11:56,,0
64618,9,1,13,442,2017-11-09 01:02:13,,0
39651,3,1,19,280,2017-11-08 02:55:45,,0
43490,6,1,10,459,2017-11-07 07:16:33,,0
20362,11,1,13,122,2017-11-08 10:31:09,,0
114314,2,1,138,477,2017-11-08 12:25:52,,0
49602,14,1,19,401,2017-11-06 23:58:46,,0
92766,18,1,6,107,2017-11-08 23:24:57,,0
152977,21,1,11,128,2017-11-07 21:51:28,,0
41369,12,2,23,178,2017-11-08 14:02:26,,0
71099,9,1,25,466,2017-11-09 05:56:52,,0
4977,10,1,19,317,2017-11-08 09:23:06,,0
42204,11,1,19,319,2017-11-09 14:49:51,,0
195501,64,1,23,459,2017-11-08 06:27:16,,0
166349,2,1,22,435,2017-11-09 14:18:58,,0
84942,12,1,11,259,2017-11-08 06:01:33,,0
42646,2,1,13,236,2017-11-09 05:00:28,,0
194289,64,1,42,459,2017-11-06 19:37:04,,0
96163,9,1,19,466,2017-11-09 08:49:55,,0
89062,14,1,19,401,2017-11-09 14:57:45,,0
62790,3,2,77,115,2017-11-06 22:42:35,,0
54597,9,1,19,232,2017-11-08 01:27:23,,0
14615,2,2,13,205,2017-11-08 13:54:17,,0
90374,11,1,19,319,2017-11-08 12:23:14,,0
93162,2,1,19,237,2017-11-08 03:22:26,,0
178851,2,1,13,205,2017-11-07 14:44:42,,0
105314,1,1,53,178,2017-11-07 01:58:07,,0
39209,3,2,30,173,2017-11-08 10:03:47,,0
31614,20,1,17,478,2017-11-09 05:06:17,,0
43580,18,1,19,107,2017-11-09 09:31:12,,0
110354,13,1,14,477,2017-11-09 12:49:03,,0
27678,13,1,16,477,2017-11-09 06:12:21,,0
191555,3,1,41,280,2017-11-09 07:02:09,,0
114276,11,1,19,319,2017-11-09 07:50:02,,0
102644,2,1,3,477,2017-11-08 23:25:24,,0
40462,21,1,3,128,2017-11-08 04:17:08,,0
123596,3,1,19,280,2017-11-06 17:08:23,,0
56350,2,1,13,212,2017-11-08 14:16:30,,0
357593,64,1,13,459,2017-11-09 07:23:24,,0
147375,15,1,13,140,2017-11-06 18:19:59,,0
153909,18,1,15,449,2017-11-07 02:32:32,,0
4019,15,1,13,245,2017-11-08 21:47:56,,0
19248,6,1,35,459,2017-11-07 16:08:05,,0
93641,3,1,17,280,2017-11-09 02:21:40,,0
53942,9,1,1,127,2017-11-09 10:28:23,,0
27985,1,1,18,115,2017-11-09 13:51:56,,0
16775,3,1,22,280,2017-11-07 07:55:45,,0
96081,18,1,17,439,2017-11-07 05:31:40,,0
22978,1,1,30,137,2017-11-09 11:29:02,,0
87779,9,1,30,107,2017-11-08 11:50:57,,0
80058,15,1,19,245,2017-11-07 16:58:51,,0
98912,9,1,13,215,2017-11-08 11:56:00,,0
5314,13,1,13,477,2017-11-09 13:01:04,,0
19833,3,1,37,466,2017-11-08 18:43:30,,0
140349,7,2,19,101,2017-11-07 10:26:38,,0
191780,15,1,17,379,2017-11-07 11:38:58,,0
89868,2,1,19,236,2017-11-08 15:47:51,,0
53964,11,1,25,173,2017-11-06 17:44:36,,0
59125,64,1,13,459,2017-11-09 03:46:09,,0
11797,4,1,19,101,2017-11-08 02:22:25,,0
4345,27,1,19,153,2017-11-09 10:06:35,,0
100393,2,1,25,435,2017-11-06 17:13:28,,0
35680,8,1,13,145,2017-11-07 00:27:36,,0
5200,1,1,16,153,2017-11-08 14:08:50,,0
55024,9,1,9,445,2017-11-08 13:52:02,,0
185740,2,1,13,236,2017-11-08 04:19:24,,0
37110,9,1,13,134,2017-11-09 03:54:56,,0
79622,15,1,17,265,2017-11-07 11:02:03,,0
283666,3,1,47,280,2017-11-08 04:39:02,,0
209663,2,1,6,377,2017-11-08 15:06:45,,0
26814,26,1,13,121,2017-11-09 15:54:15,,0
63431,14,1,13,134,2017-11-09 15:43:35,,0
43855,15,1,19,140,2017-11-07 12:03:37,,0
59868,18,1,19,121,2017-11-07 10:58:32,,0
207384,15,1,13,278,2017-11-07 05:50:15,,0
52549,2,1,36,377,2017-11-09 13:05:10,,0
105651,18,1,42,107,2017-11-08 11:37:32,,0
75885,3,1,13,205,2017-11-06 18:51:54,,0
57546,2,1,35,212,2017-11-08 06:00:37,,0
7304,12,1,14,140,2017-11-09 14:55:48,,0
130905,2,1,37,469,2017-11-07 07:09:49,,0
30849,18,1,19,107,2017-11-09 12:59:05,,0
33877,2,1,13,477,2017-11-08 09:22:02,,0
46715,2,1,15,477,2017-11-08 16:46:11,,0
197789,3,1,37,409,2017-11-07 04:16:33,,0
29471,9,1,17,258,2017-11-09 08:41:36,,0
50979,2,1,13,364,2017-11-08 06:34:26,,0
133522,12,1,19,245,2017-11-07 15:10:50,,0
43928,15,1,19,140,2017-11-07 16:49:06,,0
5314,12,1,19,124,2017-11-09 12:04:30,,0
44494,3,1,13,153,2017-11-08 11:51:57,,0
124976,3,1,13,280,2017-11-08 07:54:05,,0
85188,15,1,19,245,2017-11-07 13:20:58,,0
184733,12,1,13,265,2017-11-08 05:19:46,,0
8314,18,1,36,107,2017-11-09 05:30:32,,0
27197,12,1,13,265,2017-11-09 04:02:23,,0
99940,3,1,13,173,2017-11-07 06:55:12,,0
138642,14,1,16,401,2017-11-07 09:55:39,,0
75574,14,1,19,379,2017-11-07 12:08:27,,0
25679,3,1,10,280,2017-11-08 14:41:10,,0
255314,3,1,19,442,2017-11-08 06:51:26,,0
110382,3,1,13,205,2017-11-07 03:05:58,,0
35814,26,1,18,121,2017-11-09 00:55:29,,0
70656,15,1,28,386,2017-11-08 22:56:05,,0
28379,12,1,13,19,2017-11-07 06:49:54,,0
100149,3,1,13,280,2017-11-09 02:25:49,,0
116121,3,1,28,205,2017-11-09 00:08:19,,0
48529,27,1,13,153,2017-11-07 18:04:35,,0
53454,12,1,14,135,2017-11-08 13:40:26,,0
142727,2,1,19,237,2017-11-07 05:50:27,,0
119377,3,1,13,280,2017-11-08 08:12:23,,0
115273,3,1,32,280,2017-11-08 16:59:12,,0
17149,2,1,2,401,2017-11-07 00:48:30,,0
101567,2,1,17,377,2017-11-07 01:31:04,,0
105485,2,2,19,205,2017-11-09 14:31:51,,0
41229,2,1,17,237,2017-11-09 07:03:42,,0
39292,12,1,16,245,2017-11-08 16:49:49,,0
22137,2,1,19,364,2017-11-07 10:50:44,,0
4152,3,1,2,280,2017-11-09 03:07:16,,0
12129,12,1,19,205,2017-11-08 11:53:01,,0
192756,12,1,9,245,2017-11-06 17:05:21,,0
45336,1,1,22,153,2017-11-08 14:53:37,,0
115184,25,1,19,259,2017-11-08 02:34:55,,0
9161,15,1,19,245,2017-11-07 13:33:04,,0
63760,3,1,14,280,2017-11-09 04:38:55,,0
1890,3,1,13,137,2017-11-07 05:00:25,,0
67407,12,1,13,245,2017-11-08 22:20:49,,0
106308,15,1,25,430,2017-11-08 08:06:56,,0
10370,3,1,9,489,2017-11-08 10:00:52,,0
97948,3,1,15,317,2017-11-08 08:04:42,,0
75588,8,1,14,145,2017-11-09 07:42:55,,0
79614,2,1,13,477,2017-11-07 20:30:03,,0
44494,9,1,19,215,2017-11-08 04:58:58,,0
34076,9,1,47,466,2017-11-09 15:36:37,,0
99070,3,1,20,280,2017-11-09 05:51:49,,0
29533,23,1,19,153,2017-11-08 12:04:32,,0
171511,2,1,13,258,2017-11-08 15:34:57,,0
114220,14,1,19,463,2017-11-07 15:41:13,,0
232206,3,1,19,130,2017-11-08 04:51:54,,0
47641,12,1,35,219,2017-11-07 20:33:58,,0
39306,3,1,22,173,2017-11-08 15:59:56,,0
124592,14,1,20,489,2017-11-08 07:34:21,,0
113350,3,1,13,137,2017-11-08 23:20:01,,0
237875,3,1,19,466,2017-11-08 09:09:09,,0
19870,2,1,19,435,2017-11-09 01:56:32,,0
145563,12,1,22,259,2017-11-07 02:52:54,,0
64206,9,1,8,232,2017-11-07 01:47:59,,0
71535,18,1,22,439,2017-11-07 22:32:16,,0
105323,2,1,18,205,2017-11-07 23:33:32,,0
38543,2,1,13,477,2017-11-09 04:50:55,,0
5314,18,2,13,107,2017-11-08 22:25:54,,0
92425,3,1,18,452,2017-11-07 09:55:14,,0
33034,3,1,8,115,2017-11-08 23:36:10,,0
124924,2,2,9,205,2017-11-09 12:37:15,,0
103010,10,1,8,377,2017-11-07 03:05:58,,0
17149,11,1,20,325,2017-11-09 05:31:14,,0
25737,2,1,47,205,2017-11-09 09:28:57,,0
38484,3,1,19,280,2017-11-08 07:00:50,,0
37142,12,1,13,265,2017-11-07 19:17:01,,0
340041,14,1,19,349,2017-11-09 08:27:19,,0
121472,14,1,14,480,2017-11-09 12:19:13,,0
8720,18,1,19,439,2017-11-07 02:17:22,,0
102738,12,1,19,245,2017-11-06 20:03:48,,0
101804,6,1,19,459,2017-11-07 15:14:23,,0
69026,14,1,6,463,2017-11-08 02:55:05,,0
97765,12,1,13,328,2017-11-09 10:13:37,,0
45425,1,1,13,135,2017-11-08 00:41:45,,0
123896,25,1,18,259,2017-11-09 13:35:53,,0
108424,21,1,46,128,2017-11-07 03:36:42,,0
109704,3,1,13,115,2017-11-09 04:03:29,,0
207113,14,1,1,134,2017-11-07 00:54:52,,0
215696,9,1,22,334,2017-11-08 06:45:41,,0
75871,12,1,3,259,2017-11-07 08:11:40,,0
92766,12,1,15,245,2017-11-07 22:32:09,,0
53273,2,1,13,377,2017-11-09 05:58:30,,0
67188,12,1,13,124,2017-11-09 05:35:45,,0
40900,18,1,19,134,2017-11-07 01:36:07,,0
114678,15,1,13,245,2017-11-09 06:24:27,,0
194022,14,1,19,463,2017-11-06 20:23:37,,0
55996,21,1,18,128,2017-11-08 15:57:41,,0
35069,12,1,19,328,2017-11-09 06:22:14,,0
32746,1,1,19,150,2017-11-09 09:53:23,,0
73516,3,1,17,153,2017-11-07 11:33:57,,0
111215,15,1,14,315,2017-11-07 16:30:55,,0
50797,12,1,25,328,2017-11-07 03:57:56,,0
8293,15,1,18,153,2017-11-07 17:48:59,,0
49297,3,1,13,280,2017-11-08 11:55:09,,0
60348,2,1,18,205,2017-11-09 04:55:13,,0
27499,18,1,13,134,2017-11-07 23:01:52,,0
9781,3,1,13,280,2017-11-07 06:29:50,,0
120982,2,1,22,237,2017-11-08 04:23:07,,0
105587,2,1,17,435,2017-11-09 09:30:57,,0
32661,3,1,10,280,2017-11-07 13:55:14,,0
49602,18,1,19,379,2017-11-09 15:06:49,,0
39303,24,1,13,105,2017-11-06 16:06:20,,0
34738,13,1,10,469,2017-11-08 02:36:36,,0
2770,9,1,19,234,2017-11-07 23:54:15,,0
66596,23,1,6,153,2017-11-07 23:01:29,,0
106537,15,1,41,130,2017-11-09 08:56:29,,0
38773,39,1,17,213,2017-11-07 11:20:54,,0
119369,13,1,19,477,2017-11-09 11:29:59,,0
123668,9,1,19,258,2017-11-08 10:46:12,,0
44028,3,1,19,280,2017-11-08 10:24:28,,0
145883,3,1,13,409,2017-11-08 05:21:43,,0
96105,12,1,22,245,2017-11-08 16:47:37,,0
118663,2,1,13,237,2017-11-09 02:34:03,,0
157421,3,1,13,130,2017-11-07 06:39:39,,0
26985,15,1,19,245,2017-11-09 05:25:44,,0
47407,9,1,10,334,2017-11-09 03:49:22,,0
88680,14,1,19,442,2017-11-08 04:22:32,,0
42596,12,1,15,178,2017-11-09 06:42:28,,0
31752,9,1,19,134,2017-11-07 00:44:54,,0
200755,2,1,6,477,2017-11-09 04:50:25,,0
54157,19,0,24,213,2017-11-08 06:22:43,,0
146703,18,1,18,134,2017-11-07 08:39:19,,0
5314,14,1,30,489,2017-11-09 04:52:29,,0
104676,18,1,19,134,2017-11-09 05:09:53,,0
32678,2,1,19,205,2017-11-08 07:10:26,,0
79909,18,1,9,134,2017-11-06 17:42:45,,0
102062,3,1,17,280,2017-11-07 02:25:15,,0
44494,12,1,8,178,2017-11-09 06:00:36,,0
196727,8,1,12,145,2017-11-09 04:32:42,,0
72500,3,1,17,205,2017-11-07 14:33:52,,0
